fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2018.0,7.0,"$33,598"
Gasoline,2012.0,13.0,"$8,999"
Gasoline,2007.0,18.0,"$8,200"
Gasoline,2014.0,11.0,"$20,000"
E85 Flex Fuel,2011.0,14.0,"$79,950"
Gasoline,2023.0,2.0,"$45,498"
Diesel,2007.0,18.0,"$14,000"
Gasoline,2019.0,6.0,"$75,798"
Gasoline,2012.0,13.0,"$36,880"
Gasoline,2021.0,4.0,"$43,147"
Gasoline,2017.0,8.0,"$29,000"
Gasoline,2016.0,9.0,"$17,500"
Gasoline,2017.0,8.0,"$30,990"
Gasoline,2017.0,8.0,"$52,500"
Gasoline,2016.0,9.0,"$20,848"
Gasoline,2005.0,20.0,"$19,500"
Gasoline,2013.0,12.0,"$73,000"
Gasoline,2016.0,9.0,"$19,800"
Gasoline,2009.0,16.0,"$7,500"
Gasoline,2023.0,2.0,"$30,999"
Gasoline,2010.0,15.0,"$6,500"
Gasoline,2014.0,11.0,"$28,500"
Gasoline,2010.0,15.0,"$10,995"
Plug-In Hybrid,2018.0,7.0,"$42,000"
Gasoline,2018.0,7.0,"$144,900"
Gasoline,2014.0,11.0,"$10,000"
Gasoline,2021.0,4.0,"$23,998"
Gasoline,2014.0,11.0,"$21,000"
Hybrid,2023.0,2.0,"$67,900"
Gasoline,2019.0,6.0,"$69,998"
Gasoline,2023.0,2.0,"$46,900"
Gasoline,2019.0,6.0,"$31,000"
Gasoline,2006.0,19.0,"$19,995"
Gasoline,2017.0,8.0,"$130,000"
Gasoline,2019.0,6.0,"$55,999"
Gasoline,2023.0,2.0,"$49,950"
Gasoline,2019.0,6.0,"$59,950"
Gasoline,2019.0,6.0,"$42,499"
Gasoline,2023.0,2.0,"$359,991"
Gasoline,2019.0,6.0,"$44,999"
Gasoline,2017.0,8.0,"$30,000"
Gasoline,2005.0,20.0,"$11,100"
Gasoline,2020.0,5.0,"$37,998"
Gasoline,2015.0,10.0,"$72,000"
Gasoline,2021.0,4.0,"$53,950"
Gasoline,2023.0,2.0,"$47,999"
Hybrid,2015.0,10.0,"$15,900"
Gasoline,2014.0,11.0,"$45,000"
Gasoline,2012.0,13.0,"$18,500"
Hybrid,2020.0,5.0,"$80,000"
Gasoline,2016.0,9.0,"$55,000"
Gasoline,2004.0,21.0,"$2,300"
Gasoline,2023.0,2.0,"$34,000"
Hybrid,2022.0,3.0,"$31,995"
Gasoline,2021.0,4.0,"$279,950"
Gasoline,2018.0,7.0,"$29,900"
Gasoline,2016.0,9.0,"$24,950"
Gasoline,2020.0,5.0,"$39,366"
Gasoline,2015.0,10.0,"$32,900"
Gasoline,2005.0,20.0,"$8,900"
Gasoline,2003.0,22.0,"$4,995"
Gasoline,2023.0,2.0,"$104,900"
Gasoline,2012.0,13.0,"$7,900"
Gasoline,2020.0,5.0,"$75,950"
Plug-In Hybrid,2019.0,6.0,"$86,000"
Hybrid,2013.0,12.0,"$17,995"
Gasoline,2022.0,3.0,"$55,655"
Gasoline,2020.0,5.0,"$39,998"
Gasoline,2014.0,11.0,"$14,500"
Gasoline,2022.0,3.0,"$47,500"
Gasoline,2014.0,11.0,"$27,000"
Gasoline,2016.0,9.0,"$18,000"
Gasoline,2019.0,6.0,"$28,900"
Gasoline,2021.0,4.0,"$73,998"
Gasoline,2005.0,20.0,"$47,350"
Gasoline,2020.0,5.0,"$47,698"
Gasoline,2016.0,9.0,"$36,500"
Gasoline,2021.0,4.0,"$32,662"
E85 Flex Fuel,2013.0,12.0,"$6,600"
Gasoline,2011.0,14.0,"$9,995"
Gasoline,2010.0,15.0,"$69,500"
Gasoline,2018.0,7.0,"$30,775"
Gasoline,2010.0,15.0,"$9,995"
Gasoline,2022.0,3.0,"$44,798"
Plug-In Hybrid,2016.0,9.0,"$23,000"
E85 Flex Fuel,2011.0,14.0,"$22,495"
Hybrid,2016.0,9.0,"$28,998"
Hybrid,2020.0,5.0,"$49,998"
Gasoline,2015.0,10.0,"$9,995"
–,2017.0,8.0,"$9,000"
Gasoline,2012.0,13.0,"$25,999"
Gasoline,2015.0,10.0,"$30,000"
Gasoline,2021.0,4.0,"$27,899"
Gasoline,2016.0,9.0,"$40,000"
Gasoline,2006.0,19.0,"$9,950"
Gasoline,2019.0,6.0,"$53,998"
Gasoline,2015.0,10.0,"$9,888"
Gasoline,2021.0,4.0,"$89,999"
Gasoline,2013.0,12.0,"$86,900"
Gasoline,2006.0,19.0,"$12,990"
Gasoline,2021.0,4.0,"$36,500"
Gasoline,2014.0,11.0,"$42,999"
Hybrid,2022.0,3.0,"$63,998"
Gasoline,2006.0,19.0,"$12,000"
Gasoline,2013.0,12.0,"$32,000"
Gasoline,2023.0,2.0,"$34,599"
Gasoline,2005.0,20.0,"$12,500"
Gasoline,2015.0,10.0,"$22,800"
Gasoline,2017.0,8.0,"$39,999"
Gasoline,2011.0,14.0,"$7,500"
Gasoline,2020.0,5.0,"$35,645"
Gasoline,2016.0,9.0,"$149,900"
Gasoline,2017.0,8.0,"$23,950"
E85 Flex Fuel,2013.0,12.0,"$12,500"
Gasoline,2022.0,3.0,"$36,999"
Gasoline,2020.0,5.0,"$24,000"
Gasoline,2012.0,13.0,"$26,000"
Gasoline,2008.0,17.0,"$8,500"
Diesel,2019.0,6.0,"$65,000"
Gasoline,2022.0,3.0,"$30,990"
Gasoline,2010.0,15.0,"$10,499"
Gasoline,1997.0,28.0,"$26,500"
Gasoline,2020.0,5.0,"$114,000"
Gasoline,2023.0,2.0,"$51,998"
Gasoline,2021.0,4.0,"$36,499"
Gasoline,1999.0,26.0,"$25,000"
Gasoline,2022.0,3.0,"$27,785"
Gasoline,2012.0,13.0,"$7,000"
Gasoline,2014.0,11.0,"$30,000"
Gasoline,2019.0,6.0,"$45,500"
Gasoline,2010.0,15.0,"$8,950"
Gasoline,2023.0,2.0,"$128,900"
Gasoline,2015.0,10.0,"$17,000"
Gasoline,2023.0,2.0,"$42,850"
Gasoline,2021.0,4.0,"$22,999"
Gasoline,2013.0,12.0,"$7,100"
Hybrid,2014.0,11.0,"$15,500"
E85 Flex Fuel,2018.0,7.0,"$43,000"
Gasoline,2018.0,7.0,"$417,500"
Gasoline,2021.0,4.0,"$39,951"
Gasoline,2011.0,14.0,"$11,500"
E85 Flex Fuel,2013.0,12.0,"$27,499"
Gasoline,2018.0,7.0,"$76,000"
Gasoline,2008.0,17.0,"$10,900"
Gasoline,2010.0,15.0,"$6,250"
Gasoline,2016.0,9.0,"$24,700"
Gasoline,2012.0,13.0,"$34,999"
Gasoline,2016.0,9.0,"$63,500"
Gasoline,2017.0,8.0,"$149,500"
Gasoline,2018.0,7.0,"$44,798"
Gasoline,2019.0,6.0,"$34,562"
Gasoline,2021.0,4.0,"$32,541"
Gasoline,2022.0,3.0,"$65,900"
Gasoline,2020.0,5.0,"$47,214"
Gasoline,2019.0,6.0,"$76,900"
Gasoline,2020.0,5.0,"$35,800"
Diesel,2014.0,11.0,"$54,999"
Gasoline,2004.0,21.0,"$6,730"
Gasoline,2018.0,7.0,"$14,950"
Gasoline,2015.0,10.0,"$12,000"
Gasoline,2005.0,20.0,"$429,998"
Gasoline,2017.0,8.0,"$33,600"
Gasoline,2022.0,3.0,"$99,950"
Gasoline,2014.0,11.0,"$61,900"
Gasoline,2008.0,17.0,"$18,500"
Gasoline,2022.0,3.0,"$119,900"
Gasoline,2016.0,9.0,"$65,998"
Gasoline,2013.0,12.0,"$36,000"
Gasoline,2005.0,20.0,"$63,500"
Gasoline,2018.0,7.0,"$32,000"
Gasoline,2008.0,17.0,"$3,900"
Gasoline,2018.0,7.0,"$31,750"
Gasoline,2008.0,17.0,"$28,500"
Gasoline,2023.0,2.0,"$34,998"
Gasoline,2001.0,24.0,"$12,749"
Gasoline,2004.0,21.0,"$18,853"
Gasoline,2007.0,18.0,"$104,999"
Gasoline,2007.0,18.0,"$16,900"
Gasoline,2016.0,9.0,"$14,500"
Gasoline,2022.0,3.0,"$53,900"
Gasoline,2019.0,6.0,"$47,999"
Gasoline,2015.0,10.0,"$24,900"
Gasoline,2018.0,7.0,"$108,900"
Gasoline,2018.0,7.0,"$34,998"
Gasoline,2012.0,13.0,"$5,000"
Gasoline,2011.0,14.0,"$1,950,995"
Gasoline,2020.0,5.0,"$34,084"
Gasoline,2016.0,9.0,"$15,599"
Gasoline,2017.0,8.0,"$31,331"
Gasoline,2008.0,17.0,"$9,900"
Gasoline,2015.0,10.0,"$14,500"
Gasoline,2016.0,9.0,"$36,800"
Gasoline,2016.0,9.0,"$35,000"
Gasoline,2014.0,11.0,"$49,750"
Plug-In Hybrid,2021.0,4.0,"$49,000"
Gasoline,2008.0,17.0,"$10,500"
Gasoline,2016.0,9.0,"$17,999"
Gasoline,2016.0,9.0,"$27,995"
Gasoline,2009.0,16.0,"$8,750"
Gasoline,2023.0,2.0,"$78,499"
Gasoline,2018.0,7.0,"$20,850"
Gasoline,2017.0,8.0,"$41,000"
Gasoline,2019.0,6.0,"$53,800"
Gasoline,2008.0,17.0,"$37,900"
Gasoline,2016.0,9.0,"$63,500"
Gasoline,2016.0,9.0,"$65,000"
Gasoline,2007.0,18.0,"$100,000"
Gasoline,2011.0,14.0,"$8,995"
Gasoline,2023.0,2.0,"$359,991"
Gasoline,2022.0,3.0,"$75,900"
Gasoline,2021.0,4.0,"$23,995"
–,1993.0,32.0,"$29,500"
Gasoline,2021.0,4.0,"$257,000"
Gasoline,2013.0,12.0,"$15,000"
Gasoline,2017.0,8.0,"$33,950"
Gasoline,2022.0,3.0,"$47,498"
Gasoline,2022.0,3.0,"$50,998"
Hybrid,2023.0,2.0,"$42,998"
Gasoline,2022.0,3.0,"$94,999"
Gasoline,2019.0,6.0,"$46,995"
Gasoline,2022.0,3.0,"$47,995"
Gasoline,2004.0,21.0,"$14,900"
Gasoline,2022.0,3.0,"$39,998"
Hybrid,2022.0,3.0,"$29,999"
Gasoline,2003.0,22.0,"$3,900"
Gasoline,2014.0,11.0,"$26,000"
Gasoline,2007.0,18.0,"$11,000"
Gasoline,2019.0,6.0,"$63,000"
Gasoline,2015.0,10.0,"$22,500"
Gasoline,2017.0,8.0,"$18,688"
Gasoline,2010.0,15.0,"$16,500"
Gasoline,2019.0,6.0,"$27,900"
Hybrid,2021.0,4.0,"$77,500"
Gasoline,2019.0,6.0,"$43,998"
Diesel,2020.0,5.0,"$68,000"
Gasoline,2014.0,11.0,"$19,995"
Gasoline,2022.0,3.0,"$54,000"
Gasoline,2010.0,15.0,"$5,900"
Gasoline,2020.0,5.0,"$134,999"
Gasoline,2018.0,7.0,"$34,250"
Gasoline,2014.0,11.0,"$37,000"
Gasoline,2011.0,14.0,"$12,000"
Gasoline,2018.0,7.0,"$32,000"
Gasoline,2023.0,2.0,"$24,500"
Gasoline,2020.0,5.0,"$96,998"
Gasoline,2019.0,6.0,"$26,545"
Plug-In Hybrid,2015.0,10.0,"$86,999"
Gasoline,2021.0,4.0,"$34,645"
Gasoline,2023.0,2.0,"$28,535"
Gasoline,2018.0,7.0,"$43,550"
Gasoline,2017.0,8.0,"$27,500"
Gasoline,2019.0,6.0,"$69,000"
Gasoline,2005.0,20.0,"$16,000"
Gasoline,2002.0,23.0,"$8,500"
Gasoline,2021.0,4.0,"$275,000"
Gasoline,2007.0,18.0,"$45,000"
Gasoline,2013.0,12.0,"$488,880"
Gasoline,2022.0,3.0,"$74,900"
Hybrid,2022.0,3.0,"$144,664"
Gasoline,2021.0,4.0,"$38,500"
Gasoline,2005.0,20.0,"$12,995"
Gasoline,2004.0,21.0,"$10,000"
Gasoline,2015.0,10.0,"$27,000"
Gasoline,2007.0,18.0,"$6,000"
Gasoline,2020.0,5.0,"$52,645"
Gasoline,2020.0,5.0,"$35,998"
Gasoline,2021.0,4.0,"$159,500"
Gasoline,2022.0,3.0,"$33,610"
Gasoline,2020.0,5.0,"$28,616"
Gasoline,2018.0,7.0,"$46,900"
Gasoline,2023.0,2.0,"$29,990"
Gasoline,2016.0,9.0,"$28,499"
Gasoline,2020.0,5.0,"$36,500"
Gasoline,2004.0,21.0,"$9,999"
Gasoline,2023.0,2.0,"$36,998"
Gasoline,2016.0,9.0,"$40,500"
Gasoline,2013.0,12.0,"$17,500"
Gasoline,2020.0,5.0,"$69,900"
Gasoline,2020.0,5.0,"$53,000"
Gasoline,2014.0,11.0,"$30,000"
Gasoline,2019.0,6.0,"$159,998"
Gasoline,2020.0,5.0,"$22,966"
Gasoline,2013.0,12.0,"$9,800"
Gasoline,2023.0,2.0,"$239,995"
Hybrid,2023.0,2.0,"$79,998"
Gasoline,2020.0,5.0,"$37,405"
Gasoline,2015.0,10.0,"$41,900"
Gasoline,2020.0,5.0,"$39,998"
Gasoline,2011.0,14.0,"$8,500"
–,2016.0,9.0,"$18,500"
Gasoline,2023.0,2.0,"$73,900"
Hybrid,2023.0,2.0,"$47,598"
Gasoline,2018.0,7.0,"$38,000"
Gasoline,2014.0,11.0,"$10,795"
Gasoline,2020.0,5.0,"$32,400"
Gasoline,2021.0,4.0,"$34,000"
Gasoline,2015.0,10.0,"$53,000"
Gasoline,2018.0,7.0,"$18,000"
Gasoline,2005.0,20.0,"$19,500"
Gasoline,2020.0,5.0,"$57,998"
Gasoline,2014.0,11.0,"$11,000"
Gasoline,2016.0,9.0,"$21,590"
Gasoline,2017.0,8.0,"$27,500"
Gasoline,2009.0,16.0,"$18,000"
Gasoline,2023.0,2.0,"$199,998"
Gasoline,2019.0,6.0,"$20,818"
Gasoline,2018.0,7.0,"$31,853"
Diesel,2019.0,6.0,"$45,900"
Gasoline,2020.0,5.0,"$29,500"
Gasoline,2015.0,10.0,"$102,000"
Gasoline,2018.0,7.0,"$42,800"
Hybrid,2022.0,3.0,"$75,500"
Gasoline,2022.0,3.0,"$52,900"
Gasoline,2016.0,9.0,"$20,000"
Gasoline,2022.0,3.0,"$288,900"
Gasoline,2007.0,18.0,"$8,995"
Gasoline,2018.0,7.0,"$50,000"
Diesel,2021.0,4.0,"$97,952"
Gasoline,2014.0,11.0,"$17,200"
Gasoline,2023.0,2.0,"$50,998"
Gasoline,2008.0,17.0,"$22,000"
Gasoline,2020.0,5.0,"$27,654"
Gasoline,2021.0,4.0,"$41,598"
Gasoline,2015.0,10.0,"$14,000"
Gasoline,2017.0,8.0,"$20,500"
Gasoline,2001.0,24.0,"$4,495"
Gasoline,2022.0,3.0,"$29,800"
Gasoline,2018.0,7.0,"$67,000"
Gasoline,2011.0,14.0,"$10,500"
Plug-In Hybrid,2015.0,10.0,"$10,000"
Hybrid,2022.0,3.0,"$71,000"
Gasoline,2015.0,10.0,"$17,500"
E85 Flex Fuel,2009.0,16.0,"$9,750"
Diesel,2017.0,8.0,"$75,000"
Gasoline,2019.0,6.0,"$95,000"
Gasoline,2018.0,7.0,"$32,000"
Gasoline,1998.0,27.0,"$5,500"
Gasoline,2019.0,6.0,"$36,340"
Gasoline,2014.0,11.0,"$40,999"
Gasoline,2021.0,4.0,"$29,798"
Gasoline,2023.0,2.0,"$120,990"
Gasoline,2015.0,10.0,"$11,500"
Gasoline,2006.0,19.0,"$11,500"
Gasoline,2015.0,10.0,"$59,549"
Gasoline,2019.0,6.0,"$39,998"
Gasoline,2014.0,11.0,"$15,363"
Gasoline,2015.0,10.0,"$29,995"
Gasoline,2017.0,8.0,"$60,999"
Gasoline,2020.0,5.0,"$18,000"
Gasoline,2020.0,5.0,"$72,000"
Gasoline,2010.0,15.0,"$13,250"
Hybrid,2023.0,2.0,"$78,350"
Gasoline,2018.0,7.0,"$22,000"
Gasoline,2008.0,17.0,"$3,850"
Gasoline,2021.0,4.0,"$37,995"
Gasoline,2017.0,8.0,"$39,000"
Gasoline,2019.0,6.0,"$42,995"
Gasoline,2020.0,5.0,"$91,500"
Hybrid,2019.0,6.0,"$33,000"
Gasoline,2019.0,6.0,"$53,900"
Gasoline,2020.0,5.0,"$36,598"
Gasoline,2020.0,5.0,"$35,345"
Gasoline,2007.0,18.0,"$22,999"
E85 Flex Fuel,2019.0,6.0,"$47,756"
Gasoline,2005.0,20.0,"$9,950"
Gasoline,2010.0,15.0,"$7,600"
Gasoline,2003.0,22.0,"$3,000"
Gasoline,2020.0,5.0,"$185,000"
Gasoline,2016.0,9.0,"$36,000"
Gasoline,2022.0,3.0,"$58,900"
Gasoline,2017.0,8.0,"$27,995"
Gasoline,2002.0,23.0,"$6,348"
Gasoline,2005.0,20.0,"$2,000"
E85 Flex Fuel,2018.0,7.0,"$21,500"
Gasoline,2016.0,9.0,"$19,998"
Gasoline,2016.0,9.0,"$21,000"
Gasoline,2010.0,15.0,"$5,000"
Gasoline,2019.0,6.0,"$72,000"
Hybrid,2022.0,3.0,"$71,998"
Gasoline,2019.0,6.0,"$127,899"
Gasoline,2014.0,11.0,"$11,000"
Gasoline,2019.0,6.0,"$40,368"
Hybrid,2021.0,4.0,"$99,900"
Gasoline,2017.0,8.0,"$67,900"
Gasoline,1999.0,26.0,"$12,900"
Gasoline,2017.0,8.0,"$33,999"
Gasoline,2007.0,18.0,"$47,500"
Diesel,2021.0,4.0,"$73,000"
Gasoline,2022.0,3.0,"$27,900"
Gasoline,2012.0,13.0,"$16,000"
Gasoline,2024.0,1.0,"$128,995"
Gasoline,2018.0,7.0,"$37,300"
Gasoline,2017.0,8.0,"$25,999"
Gasoline,2018.0,7.0,"$26,600"
Hybrid,2023.0,2.0,"$95,998"
Gasoline,2019.0,6.0,"$50,998"
Gasoline,2015.0,10.0,"$44,950"
Gasoline,2021.0,4.0,"$314,900"
Gasoline,2011.0,14.0,"$11,400"
Gasoline,2016.0,9.0,"$19,000"
Gasoline,2015.0,10.0,"$124,990"
Gasoline,2018.0,7.0,"$63,997"
Gasoline,2005.0,20.0,"$5,800"
Gasoline,2008.0,17.0,"$8,995"
Gasoline,2010.0,15.0,"$29,000"
Gasoline,2004.0,21.0,"$5,700"
Gasoline,2016.0,9.0,"$19,995"
Gasoline,2015.0,10.0,"$17,800"
Gasoline,2023.0,2.0,"$105,900"
Gasoline,2016.0,9.0,"$19,780"
Gasoline,2020.0,5.0,"$36,000"
Gasoline,2018.0,7.0,"$37,000"
Gasoline,2021.0,4.0,"$31,621"
Gasoline,2001.0,24.0,"$5,500"
Gasoline,2017.0,8.0,"$51,500"
Hybrid,2020.0,5.0,"$44,998"
Gasoline,2021.0,4.0,"$45,277"
Gasoline,2021.0,4.0,"$91,900"
Gasoline,2018.0,7.0,"$65,000"
Gasoline,2019.0,6.0,"$38,000"
Gasoline,2023.0,2.0,"$54,998"
Gasoline,2018.0,7.0,"$65,000"
Gasoline,2019.0,6.0,"$43,500"
Gasoline,2018.0,7.0,"$34,900"
Gasoline,2020.0,5.0,"$50,658"
Gasoline,2019.0,6.0,"$42,900"
Hybrid,2020.0,5.0,"$59,598"
Gasoline,2021.0,4.0,"$93,000"
Gasoline,2016.0,9.0,"$85,500"
Gasoline,2009.0,16.0,"$28,000"
Gasoline,2009.0,16.0,"$6,250"
Gasoline,2022.0,3.0,"$449,995"
Gasoline,2015.0,10.0,"$35,999"
Gasoline,2020.0,5.0,"$36,570"
Gasoline,2022.0,3.0,"$29,999"
–,2017.0,8.0,"$20,000"
E85 Flex Fuel,2013.0,12.0,"$11,995"
Gasoline,2020.0,5.0,"$104,900"
Gasoline,2021.0,4.0,"$48,000"
Gasoline,2018.0,7.0,"$44,900"
Gasoline,2020.0,5.0,"$36,998"
Gasoline,2020.0,5.0,"$50,000"
Gasoline,2020.0,5.0,"$48,999"
Hybrid,2006.0,19.0,"$5,000"
Gasoline,2005.0,20.0,"$8,500"
Gasoline,2023.0,2.0,"$87,500"
Diesel,2016.0,9.0,"$19,500"
Hybrid,2021.0,4.0,"$42,998"
Hybrid,2023.0,2.0,"$87,000"
Gasoline,2021.0,4.0,"$87,500"
Gasoline,2020.0,5.0,"$45,423"
Gasoline,2021.0,4.0,"$32,000"
Gasoline,2008.0,17.0,"$15,300"
Gasoline,2018.0,7.0,"$20,500"
Gasoline,2018.0,7.0,"$39,999"
Gasoline,2008.0,17.0,"$14,995"
Gasoline,2005.0,20.0,"$9,950"
Plug-In Hybrid,2020.0,5.0,"$65,000"
Gasoline,2021.0,4.0,"$38,781"
Gasoline,2022.0,3.0,"$46,598"
Gasoline,2021.0,4.0,"$67,100"
Gasoline,2013.0,12.0,"$11,495"
Gasoline,2022.0,3.0,"$33,299"
Gasoline,2013.0,12.0,"$16,800"
Gasoline,2007.0,18.0,"$5,750"
Gasoline,2021.0,4.0,"$43,000"
Gasoline,2007.0,18.0,"$24,999"
Gasoline,2021.0,4.0,"$62,595"
Gasoline,2021.0,4.0,"$42,598"
Gasoline,2012.0,13.0,"$48,000"
Gasoline,2009.0,16.0,"$15,900"
Gasoline,2014.0,11.0,"$33,000"
Gasoline,2020.0,5.0,"$63,900"
Gasoline,2022.0,3.0,"$33,500"
Gasoline,2014.0,11.0,"$18,900"
Gasoline,2008.0,17.0,"$39,000"
Gasoline,2017.0,8.0,"$107,998"
Gasoline,2017.0,8.0,"$69,250"
Gasoline,2020.0,5.0,"$45,000"
Gasoline,2007.0,18.0,"$6,700"
Gasoline,2012.0,13.0,"$13,500"
Gasoline,2022.0,3.0,"$31,755"
Gasoline,2022.0,3.0,"$83,998"
Gasoline,2023.0,2.0,"$65,990"
Gasoline,2013.0,12.0,"$15,900"
Gasoline,2003.0,22.0,"$22,550"
Gasoline,2004.0,21.0,"$37,900"
Gasoline,2018.0,7.0,"$53,600"
Gasoline,2021.0,4.0,"$85,000"
Gasoline,2018.0,7.0,"$31,990"
Gasoline,2020.0,5.0,"$35,297"
Gasoline,2016.0,9.0,"$29,995"
E85 Flex Fuel,2015.0,10.0,"$31,900"
Gasoline,2024.0,1.0,"$52,991"
Plug-In Hybrid,2017.0,8.0,"$11,499"
Gasoline,2018.0,7.0,"$52,000"
Gasoline,2008.0,17.0,"$10,500"
Gasoline,2021.0,4.0,"$25,987"
Gasoline,2016.0,9.0,"$46,599"
Gasoline,2015.0,10.0,"$54,500"
Gasoline,2014.0,11.0,"$17,500"
Diesel,2019.0,6.0,"$67,999"
Gasoline,2012.0,13.0,"$15,500"
Gasoline,2023.0,2.0,"$73,600"
Gasoline,2019.0,6.0,"$34,918"
Gasoline,2013.0,12.0,"$17,000"
Gasoline,2019.0,6.0,"$22,500"
Gasoline,2016.0,9.0,"$13,000"
Gasoline,2016.0,9.0,"$31,700"
Gasoline,2017.0,8.0,"$64,600"
Gasoline,2021.0,4.0,"$29,614"
Gasoline,2021.0,4.0,"$43,663"
Plug-In Hybrid,2017.0,8.0,"$20,995"
Gasoline,2018.0,7.0,"$25,625"
Gasoline,2013.0,12.0,"$33,000"
Gasoline,2022.0,3.0,"$41,000"
Gasoline,2021.0,4.0,"$98,000"
Gasoline,2022.0,3.0,"$43,500"
Plug-In Hybrid,2022.0,3.0,"$24,999"
Gasoline,2009.0,16.0,"$6,975"
Plug-In Hybrid,2023.0,2.0,"$76,500"
Gasoline,2014.0,11.0,"$23,598"
Gasoline,2018.0,7.0,"$67,250"
Gasoline,2001.0,24.0,"$14,000"
Gasoline,2010.0,15.0,"$69,000"
Gasoline,2016.0,9.0,"$26,500"
Gasoline,2022.0,3.0,"$39,777"
Gasoline,2022.0,3.0,"$41,741"
Gasoline,2022.0,3.0,"$56,740"
Gasoline,2010.0,15.0,"$5,800"
Gasoline,2014.0,11.0,"$25,000"
Gasoline,1998.0,27.0,"$39,500"
Gasoline,2006.0,19.0,"$29,994"
Hybrid,2021.0,4.0,"$101,998"
Gasoline,2011.0,14.0,"$10,999"
Gasoline,2010.0,15.0,"$6,500"
Gasoline,2018.0,7.0,"$72,567"
Gasoline,2022.0,3.0,"$37,500"
Gasoline,2020.0,5.0,"$63,999"
Gasoline,2019.0,6.0,"$135,000"
Gasoline,2021.0,4.0,"$29,900"
Gasoline,2018.0,7.0,"$54,000"
Gasoline,2007.0,18.0,"$10,000"
Gasoline,2022.0,3.0,"$81,900"
Gasoline,2016.0,9.0,"$67,000"
Gasoline,2020.0,5.0,"$55,998"
Gasoline,2022.0,3.0,"$50,500"
Gasoline,2008.0,17.0,"$33,995"
Gasoline,2006.0,19.0,"$10,200"
E85 Flex Fuel,2013.0,12.0,"$18,800"
Gasoline,2021.0,4.0,"$62,900"
Gasoline,2020.0,5.0,"$24,590"
Gasoline,2022.0,3.0,"$47,998"
Gasoline,2021.0,4.0,"$33,410"
Gasoline,2017.0,8.0,"$42,000"
Gasoline,2005.0,20.0,"$3,550"
Gasoline,2017.0,8.0,"$29,500"
Gasoline,2017.0,8.0,"$29,999"
Gasoline,2015.0,10.0,"$28,000"
Gasoline,2022.0,3.0,"$47,950"
Gasoline,2020.0,5.0,"$162,950"
Gasoline,2022.0,3.0,"$695,000"
Gasoline,2022.0,3.0,"$44,249"
Gasoline,1999.0,26.0,"$2,500"
Gasoline,2021.0,4.0,"$51,998"
Gasoline,2020.0,5.0,"$85,998"
Gasoline,2023.0,2.0,"$92,900"
Gasoline,2021.0,4.0,"$38,383"
Gasoline,2022.0,3.0,"$24,000"
Gasoline,2018.0,7.0,"$14,699"
Gasoline,2022.0,3.0,"$98,900"
Gasoline,2021.0,4.0,"$41,950"
Gasoline,2021.0,4.0,"$38,322"
Gasoline,2021.0,4.0,"$27,599"
Gasoline,2015.0,10.0,"$21,000"
Hybrid,2022.0,3.0,"$63,000"
Gasoline,2017.0,8.0,"$22,000"
Gasoline,2022.0,3.0,"$244,896"
Gasoline,2019.0,6.0,"$43,500"
Gasoline,2003.0,22.0,"$28,000"
Gasoline,2013.0,12.0,"$24,590"
Diesel,2015.0,10.0,"$18,999"
Gasoline,2002.0,23.0,"$4,300"
Gasoline,2020.0,5.0,"$68,998"
Gasoline,2023.0,2.0,"$272,950"
Gasoline,2014.0,11.0,"$15,000"
Plug-In Hybrid,2019.0,6.0,"$85,000"
Hybrid,2015.0,10.0,"$16,500"
Gasoline,2022.0,3.0,"$44,999"
Gasoline,2019.0,6.0,"$35,999"
Gasoline,2016.0,9.0,"$47,999"
Gasoline,2020.0,5.0,"$36,994"
Gasoline,2010.0,15.0,"$8,300"
Gasoline,2019.0,6.0,"$35,557"
Gasoline,2018.0,7.0,"$115,000"
Gasoline,2009.0,16.0,"$6,880"
Gasoline,2005.0,20.0,"$3,950"
Gasoline,2019.0,6.0,"$113,990"
Gasoline,2011.0,14.0,"$3,200"
Gasoline,2019.0,6.0,"$40,500"
Gasoline,2020.0,5.0,"$53,722"
Gasoline,2006.0,19.0,"$259,000"
Gasoline,2017.0,8.0,"$26,000"
Gasoline,2018.0,7.0,"$103,000"
Gasoline,2019.0,6.0,"$81,330"
Gasoline,2022.0,3.0,"$48,950"
E85 Flex Fuel,2011.0,14.0,"$18,500"
Gasoline,2017.0,8.0,"$30,000"
Gasoline,2018.0,7.0,"$85,500"
Gasoline,2011.0,14.0,"$32,000"
Gasoline,2010.0,15.0,"$38,500"
Gasoline,2016.0,9.0,"$25,500"
Hybrid,2013.0,12.0,"$9,200"
Gasoline,2019.0,6.0,"$35,998"
Gasoline,2017.0,8.0,"$34,000"
Gasoline,2005.0,20.0,"$13,450"
Gasoline,2011.0,14.0,"$17,500"
Gasoline,2023.0,2.0,"$144,900"
Gasoline,2023.0,2.0,"$65,688"
Gasoline,2019.0,6.0,"$234,900"
Hybrid,2017.0,8.0,"$37,999"
Gasoline,1996.0,29.0,"$25,000"
Gasoline,2020.0,5.0,"$72,995"
Gasoline,2019.0,6.0,"$36,000"
E85 Flex Fuel,2009.0,16.0,"$16,900"
Gasoline,2010.0,15.0,"$6,500"
Gasoline,2012.0,13.0,"$10,900"
–,1993.0,32.0,"$9,599"
Gasoline,2005.0,20.0,"$2,954,083"
Gasoline,2015.0,10.0,"$50,000"
