fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2003.0,22.0,"$2,900"
Hybrid,2022.0,3.0,"$40,598"
Gasoline,2021.0,4.0,"$43,642"
Gasoline,2015.0,10.0,"$43,000"
E85 Flex Fuel,2015.0,10.0,"$23,000"
Gasoline,2022.0,3.0,"$115,000"
Gasoline,2003.0,22.0,"$65,499"
Gasoline,2020.0,5.0,"$48,815"
Gasoline,2014.0,11.0,"$13,800"
Gasoline,2019.0,6.0,"$45,770"
Gasoline,2015.0,10.0,"$32,999"
Gasoline,2008.0,17.0,"$7,300"
Gasoline,2023.0,2.0,"$85,000"
Gasoline,2023.0,2.0,"$47,000"
–,1993.0,32.0,"$22,500"
Gasoline,2020.0,5.0,"$61,500"
Diesel,2023.0,2.0,"$69,900"
Gasoline,2005.0,20.0,"$6,900"
Hybrid,2021.0,4.0,"$42,000"
Gasoline,2009.0,16.0,"$5,499"
Gasoline,2017.0,8.0,"$18,000"
E85 Flex Fuel,2017.0,8.0,"$53,000"
Gasoline,2022.0,3.0,"$28,298"
Gasoline,2023.0,2.0,"$78,990"
Gasoline,2022.0,3.0,"$57,000"
Gasoline,2010.0,15.0,"$8,900"
Gasoline,2021.0,4.0,"$43,500"
Diesel,1997.0,28.0,"$19,500"
Diesel,2014.0,11.0,"$26,500"
Gasoline,2023.0,2.0,"$69,900"
Gasoline,2016.0,9.0,"$42,000"
Gasoline,2019.0,6.0,"$39,000"
Gasoline,2019.0,6.0,"$49,900"
Gasoline,2016.0,9.0,"$8,100"
E85 Flex Fuel,2019.0,6.0,"$42,500"
Gasoline,2002.0,23.0,"$3,950"
Gasoline,2014.0,11.0,"$28,500"
Gasoline,2020.0,5.0,"$84,999"
Gasoline,2016.0,9.0,"$20,999"
Gasoline,2014.0,11.0,"$9,495"
Gasoline,2011.0,14.0,"$16,499"
Gasoline,2003.0,22.0,"$14,900"
Gasoline,2019.0,6.0,"$30,275"
Gasoline,2019.0,6.0,"$63,900"
Gasoline,2020.0,5.0,"$62,000"
Gasoline,2010.0,15.0,"$9,000"
Gasoline,2018.0,7.0,"$41,100"
Gasoline,2014.0,11.0,"$26,000"
Gasoline,2014.0,11.0,"$15,400"
Gasoline,2017.0,8.0,"$20,500"
Gasoline,2023.0,2.0,"$44,596"
Gasoline,2011.0,14.0,"$80,300"
Gasoline,2020.0,5.0,"$34,000"
Gasoline,2016.0,9.0,"$25,900"
Gasoline,2020.0,5.0,"$48,000"
Gasoline,2023.0,2.0,"$110,000"
Gasoline,2022.0,3.0,"$68,590"
Gasoline,2017.0,8.0,"$72,777"
Gasoline,2017.0,8.0,"$36,590"
Gasoline,2016.0,9.0,"$30,919"
Gasoline,2021.0,4.0,"$229,900"
Gasoline,2015.0,10.0,"$12,433"
Gasoline,2016.0,9.0,"$138,999"
Gasoline,2003.0,22.0,"$5,995"
Gasoline,2008.0,17.0,"$13,250"
Gasoline,2019.0,6.0,"$33,333"
Gasoline,2008.0,17.0,"$9,000"
Gasoline,2014.0,11.0,"$24,000"
Gasoline,2023.0,2.0,"$55,000"
Gasoline,2008.0,17.0,"$19,950"
Gasoline,2018.0,7.0,"$38,999"
Diesel,2014.0,11.0,"$33,500"
Gasoline,2023.0,2.0,"$95,580"
Gasoline,2008.0,17.0,"$7,900"
Gasoline,2011.0,14.0,"$27,000"
Gasoline,2018.0,7.0,"$53,999"
Gasoline,2001.0,24.0,"$15,000"
Gasoline,2023.0,2.0,"$39,999"
Gasoline,2013.0,12.0,"$40,250"
Gasoline,2007.0,18.0,"$29,995"
Gasoline,2022.0,3.0,"$39,390"
Gasoline,2008.0,17.0,"$11,900"
Gasoline,2021.0,4.0,"$74,500"
Gasoline,2017.0,8.0,"$78,000"
Gasoline,2021.0,4.0,"$36,995"
Gasoline,2016.0,9.0,"$31,000"
Gasoline,2023.0,2.0,"$52,000"
Gasoline,2020.0,5.0,"$42,998"
Gasoline,2010.0,15.0,"$13,500"
–,1995.0,30.0,"$4,500"
Gasoline,2017.0,8.0,"$26,800"
Gasoline,2018.0,7.0,"$39,000"
Gasoline,2015.0,10.0,"$29,950"
Gasoline,2012.0,13.0,"$28,900"
Gasoline,2012.0,13.0,"$11,500"
Gasoline,2001.0,24.0,"$12,000"
Hybrid,2022.0,3.0,"$44,998"
Gasoline,2017.0,8.0,"$449,991"
E85 Flex Fuel,2014.0,11.0,"$27,900"
Gasoline,2022.0,3.0,"$71,999"
Gasoline,2012.0,13.0,"$10,500"
–,2016.0,9.0,"$38,000"
Gasoline,2021.0,4.0,"$25,382"
Gasoline,2016.0,9.0,"$27,500"
Gasoline,2008.0,17.0,"$20,000"
Gasoline,2007.0,18.0,"$17,950"
Gasoline,2022.0,3.0,"$44,646"
Gasoline,2023.0,2.0,"$58,998"
Gasoline,2018.0,7.0,"$14,500"
Gasoline,2022.0,3.0,"$24,998"
Gasoline,2014.0,11.0,"$22,500"
Gasoline,2022.0,3.0,"$38,500"
E85 Flex Fuel,2007.0,18.0,"$16,900"
Gasoline,2015.0,10.0,"$25,000"
Gasoline,2009.0,16.0,"$15,000"
Gasoline,2022.0,3.0,"$49,900"
Gasoline,2016.0,9.0,"$20,000"
Gasoline,2021.0,4.0,"$479,995"
Gasoline,2021.0,4.0,"$82,000"
Gasoline,2008.0,17.0,"$25,999"
Gasoline,2011.0,14.0,"$12,000"
Hybrid,2013.0,12.0,"$11,500"
Gasoline,2016.0,9.0,"$16,000"
Gasoline,2012.0,13.0,"$41,500"
Gasoline,2022.0,3.0,"$156,900"
Gasoline,2015.0,10.0,"$37,500"
Gasoline,2019.0,6.0,"$25,500"
Gasoline,2021.0,4.0,"$28,979"
Gasoline,2021.0,4.0,"$39,884"
Gasoline,2012.0,13.0,"$9,499"
Gasoline,2019.0,6.0,"$65,000"
Diesel,2017.0,8.0,"$42,000"
Gasoline,2010.0,15.0,"$7,000"
E85 Flex Fuel,2009.0,16.0,"$12,350"
Gasoline,2016.0,9.0,"$26,999"
Gasoline,2017.0,8.0,"$37,000"
Hybrid,2014.0,11.0,"$14,000"
Gasoline,2017.0,8.0,"$20,599"
Gasoline,2015.0,10.0,"$53,500"
Gasoline,2020.0,5.0,"$30,000"
Gasoline,2013.0,12.0,"$19,950"
Gasoline,2006.0,19.0,"$10,995"
Gasoline,2008.0,17.0,"$55,000"
Gasoline,2011.0,14.0,"$15,990"
Gasoline,2019.0,6.0,"$26,000"
Gasoline,2015.0,10.0,"$154,900"
Gasoline,2019.0,6.0,"$40,995"
Gasoline,2001.0,24.0,"$39,000"
Gasoline,2022.0,3.0,"$60,894"
Gasoline,2010.0,15.0,"$17,700"
Gasoline,2012.0,13.0,"$26,950"
Gasoline,2010.0,15.0,"$12,000"
Gasoline,2022.0,3.0,"$42,599"
Gasoline,2018.0,7.0,"$45,000"
Diesel,2021.0,4.0,"$73,600"
Diesel,2015.0,10.0,"$39,950"
Gasoline,2023.0,2.0,"$98,000"
Gasoline,2020.0,5.0,"$199,991"
Gasoline,2016.0,9.0,"$24,000"
Diesel,2001.0,24.0,"$17,000"
Gasoline,2018.0,7.0,"$29,993"
Gasoline,2022.0,3.0,"$96,500"
E85 Flex Fuel,2014.0,11.0,"$25,500"
Gasoline,2017.0,8.0,"$99,000"
E85 Flex Fuel,2019.0,6.0,"$40,100"
Gasoline,2018.0,7.0,"$69,500"
Gasoline,2019.0,6.0,"$29,000"
Gasoline,2017.0,8.0,"$35,999"
Gasoline,2014.0,11.0,"$14,195"
Gasoline,2013.0,12.0,"$11,000"
Gasoline,2022.0,3.0,"$55,000"
Gasoline,2020.0,5.0,"$31,000"
Diesel,2005.0,20.0,"$13,000"
Gasoline,2014.0,11.0,"$27,500"
Gasoline,2014.0,11.0,"$34,000"
Hybrid,2022.0,3.0,"$37,500"
Gasoline,2015.0,10.0,"$17,000"
Gasoline,2020.0,5.0,"$25,695"
Gasoline,2011.0,14.0,"$6,000"
Gasoline,2014.0,11.0,"$27,500"
Gasoline,2018.0,7.0,"$29,998"
Gasoline,2021.0,4.0,"$65,000"
Gasoline,2015.0,10.0,"$13,000"
Gasoline,2021.0,4.0,"$39,127"
Gasoline,2016.0,9.0,"$35,000"
Gasoline,2021.0,4.0,"$29,510"
Gasoline,2020.0,5.0,"$31,700"
Gasoline,2020.0,5.0,"$41,986"
Gasoline,2009.0,16.0,"$10,000"
Gasoline,2015.0,10.0,"$22,500"
Gasoline,2019.0,6.0,"$26,750"
Gasoline,2016.0,9.0,"$67,995"
E85 Flex Fuel,2011.0,14.0,"$14,300"
Gasoline,2022.0,3.0,"$289,991"
Gasoline,2017.0,8.0,"$46,000"
Gasoline,2011.0,14.0,"$22,000"
Gasoline,2016.0,9.0,"$5,000"
Gasoline,2008.0,17.0,"$15,000"
Gasoline,2022.0,3.0,"$47,500"
Gasoline,2007.0,18.0,"$72,995"
Gasoline,2005.0,20.0,"$18,900"
Gasoline,2013.0,12.0,"$13,750"
Gasoline,2007.0,18.0,"$6,800"
Gasoline,2018.0,7.0,"$28,995"
Gasoline,2020.0,5.0,"$29,444"
Gasoline,2022.0,3.0,"$89,995"
Gasoline,2005.0,20.0,"$21,999"
Gasoline,2013.0,12.0,"$36,740"
Gasoline,2014.0,11.0,"$7,500"
Gasoline,2015.0,10.0,"$29,500"
Gasoline,2007.0,18.0,"$9,995"
Gasoline,2018.0,7.0,"$18,000"
Gasoline,2012.0,13.0,"$18,000"
Gasoline,2023.0,2.0,"$46,500"
Gasoline,1997.0,28.0,"$9,000"
Gasoline,2021.0,4.0,"$130,000"
Gasoline,2008.0,17.0,"$12,500"
Gasoline,2014.0,11.0,"$18,700"
Gasoline,2001.0,24.0,"$21,000"
Gasoline,2014.0,11.0,"$14,500"
Gasoline,2007.0,18.0,"$11,500"
E85 Flex Fuel,2014.0,11.0,"$6,499"
Gasoline,2018.0,7.0,"$34,000"
Diesel,2017.0,8.0,"$32,999"
Gasoline,2015.0,10.0,"$20,399"
Gasoline,2020.0,5.0,"$47,500"
Gasoline,2009.0,16.0,"$63,000"
Gasoline,2021.0,4.0,"$83,900"
Gasoline,2015.0,10.0,"$19,000"
Gasoline,2021.0,4.0,"$28,000"
Gasoline,2018.0,7.0,"$115,785"
Gasoline,2005.0,20.0,"$7,000"
Gasoline,2015.0,10.0,"$59,900"
Gasoline,2015.0,10.0,"$22,999"
Gasoline,2001.0,24.0,"$11,800"
Gasoline,2010.0,15.0,"$26,900"
Gasoline,2007.0,18.0,"$15,000"
Gasoline,2008.0,17.0,"$5,000"
E85 Flex Fuel,2018.0,7.0,"$38,000"
Gasoline,2004.0,21.0,"$16,500"
Gasoline,2015.0,10.0,"$29,000"
Gasoline,2008.0,17.0,"$7,500"
Gasoline,2018.0,7.0,"$27,900"
E85 Flex Fuel,2017.0,8.0,"$12,500"
Gasoline,2014.0,11.0,"$28,500"
Plug-In Hybrid,2022.0,3.0,"$49,999"
E85 Flex Fuel,2014.0,11.0,"$21,500"
Gasoline,2008.0,17.0,"$9,000"
Gasoline,2019.0,6.0,"$30,500"
Gasoline,2009.0,16.0,"$4,200"
Gasoline,2006.0,19.0,"$17,900"
Plug-In Hybrid,2015.0,10.0,"$53,000"
Gasoline,2009.0,16.0,"$36,500"
Gasoline,2017.0,8.0,"$12,500"
Gasoline,2006.0,19.0,"$4,000"
Gasoline,2019.0,6.0,"$49,900"
Gasoline,2021.0,4.0,"$32,612"
Gasoline,2022.0,3.0,"$47,541"
Gasoline,2023.0,2.0,"$67,190"
Gasoline,2019.0,6.0,"$41,000"
Gasoline,2017.0,8.0,"$18,300"
Gasoline,2017.0,8.0,"$31,599"
Gasoline,2010.0,15.0,"$51,750"
Gasoline,2011.0,14.0,"$12,000"
Gasoline,2020.0,5.0,"$45,515"
Gasoline,2024.0,1.0,"$90,000"
Gasoline,2017.0,8.0,"$17,390"
Gasoline,2021.0,4.0,"$95,000"
Gasoline,2017.0,8.0,"$140,000"
Gasoline,2021.0,4.0,"$43,449"
Gasoline,2014.0,11.0,"$85,500"
Gasoline,2009.0,16.0,"$48,500"
Gasoline,2015.0,10.0,"$27,000"
Gasoline,2006.0,19.0,"$16,900"
Gasoline,2019.0,6.0,"$29,000"
Gasoline,2014.0,11.0,"$10,995"
Gasoline,2021.0,4.0,"$86,900"
Gasoline,2019.0,6.0,"$60,500"
Gasoline,2016.0,9.0,"$30,500"
–,1993.0,32.0,"$90,200"
Gasoline,2018.0,7.0,"$87,150"
E85 Flex Fuel,2015.0,10.0,"$15,400"
Gasoline,2020.0,5.0,"$99,998"
Gasoline,2018.0,7.0,"$43,000"
Gasoline,2020.0,5.0,"$30,798"
Gasoline,2023.0,2.0,"$63,500"
Gasoline,2006.0,19.0,"$8,500"
Gasoline,2022.0,3.0,"$32,500"
Gasoline,2018.0,7.0,"$17,500"
E85 Flex Fuel,2017.0,8.0,"$13,895"
Gasoline,2021.0,4.0,"$25,500"
Gasoline,2006.0,19.0,"$10,299"
Gasoline,2021.0,4.0,"$48,000"
Gasoline,2018.0,7.0,"$84,500"
Gasoline,2017.0,8.0,"$21,000"
E85 Flex Fuel,1999.0,26.0,"$8,000"
Gasoline,2018.0,7.0,"$35,899"
Gasoline,2020.0,5.0,"$44,900"
Gasoline,2011.0,14.0,"$9,999"
Gasoline,2016.0,9.0,"$32,798"
Gasoline,2018.0,7.0,"$30,500"
Gasoline,2016.0,9.0,"$210,000"
Gasoline,2017.0,8.0,"$58,000"
E85 Flex Fuel,2013.0,12.0,"$20,500"
Gasoline,2018.0,7.0,"$32,000"
Gasoline,2020.0,5.0,"$56,598"
Gasoline,2018.0,7.0,"$19,500"
E85 Flex Fuel,2010.0,15.0,"$12,995"
Gasoline,2015.0,10.0,"$11,498"
Gasoline,2016.0,9.0,"$79,999"
Gasoline,2023.0,2.0,"$31,900"
Gasoline,2008.0,17.0,"$69,500"
Gasoline,2007.0,18.0,"$10,000"
Gasoline,2014.0,11.0,"$11,200"
Gasoline,2020.0,5.0,"$48,889"
Gasoline,2016.0,9.0,"$29,000"
Gasoline,2015.0,10.0,"$18,800"
Gasoline,2015.0,10.0,"$15,000"
Gasoline,2017.0,8.0,"$16,500"
Gasoline,2017.0,8.0,"$27,000"
Gasoline,2021.0,4.0,"$42,590"
Hybrid,2016.0,9.0,"$22,998"
Gasoline,2011.0,14.0,"$20,000"
Gasoline,2012.0,13.0,"$15,000"
Hybrid,2023.0,2.0,"$124,000"
Gasoline,2016.0,9.0,"$30,000"
Hybrid,2022.0,3.0,"$40,599"
Gasoline,2017.0,8.0,"$26,125"
Gasoline,2006.0,19.0,"$18,000"
Gasoline,2017.0,8.0,"$26,000"
Gasoline,2003.0,22.0,"$6,000"
Gasoline,2008.0,17.0,"$15,000"
Gasoline,2014.0,11.0,"$15,500"
Gasoline,2012.0,13.0,"$10,200"
Diesel,2023.0,2.0,"$109,900"
Gasoline,2021.0,4.0,"$51,500"
Gasoline,2009.0,16.0,"$19,500"
Gasoline,2003.0,22.0,"$24,000"
Hybrid,2022.0,3.0,"$42,598"
Gasoline,2020.0,5.0,"$43,599"
Gasoline,2018.0,7.0,"$38,000"
Gasoline,2019.0,6.0,"$35,670"
Gasoline,2019.0,6.0,"$36,139"
Gasoline,2018.0,7.0,"$33,000"
Gasoline,2008.0,17.0,"$6,300"
Hybrid,2021.0,4.0,"$42,999"
Gasoline,2019.0,6.0,"$215,000"
Gasoline,2001.0,24.0,"$7,800"
Diesel,2003.0,22.0,"$17,999"
Gasoline,2022.0,3.0,"$134,000"
Gasoline,2016.0,9.0,"$34,000"
Hybrid,2021.0,4.0,"$40,000"
Gasoline,2018.0,7.0,"$148,500"
Gasoline,2021.0,4.0,"$40,598"
Gasoline,2013.0,12.0,"$20,900"
Gasoline,2010.0,15.0,"$55,000"
Gasoline,2019.0,6.0,"$77,900"
Gasoline,2023.0,2.0,"$59,590"
Gasoline,2013.0,12.0,"$18,000"
Gasoline,2021.0,4.0,"$71,000"
Gasoline,2014.0,11.0,"$15,000"
Gasoline,2016.0,9.0,"$24,000"
Gasoline,2018.0,7.0,"$145,000"
Diesel,2021.0,4.0,"$52,000"
Gasoline,2020.0,5.0,"$57,998"
Hybrid,2018.0,7.0,"$143,900"
Gasoline,2005.0,20.0,"$14,000"
Gasoline,2002.0,23.0,"$15,999"
Gasoline,2000.0,25.0,"$27,500"
Gasoline,2021.0,4.0,"$42,442"
Hybrid,2020.0,5.0,"$33,200"
Gasoline,2022.0,3.0,"$54,798"
E85 Flex Fuel,2005.0,20.0,"$7,999"
Gasoline,2015.0,10.0,"$39,998"
Gasoline,2019.0,6.0,"$52,500"
Gasoline,2015.0,10.0,"$17,100"
Gasoline,2020.0,5.0,"$32,100"
Gasoline,2008.0,17.0,"$81,500"
Gasoline,2007.0,18.0,"$9,975"
Gasoline,2017.0,8.0,"$139,000"
Gasoline,2012.0,13.0,"$8,999"
E85 Flex Fuel,2015.0,10.0,"$26,499"
Gasoline,2017.0,8.0,"$23,300"
Gasoline,2012.0,13.0,"$15,600"
Gasoline,2019.0,6.0,"$32,769"
Hybrid,2010.0,15.0,"$10,900"
Gasoline,2018.0,7.0,"$34,900"
Gasoline,2018.0,7.0,"$28,825"
Gasoline,2020.0,5.0,"$267,950"
Gasoline,2017.0,8.0,"$47,500"
Gasoline,2005.0,20.0,"$22,500"
Gasoline,2009.0,16.0,"$7,500"
Gasoline,2020.0,5.0,"$124,995"
Gasoline,2007.0,18.0,"$9,500"
Gasoline,2020.0,5.0,"$28,900"
Gasoline,2009.0,16.0,"$19,999"
Gasoline,2022.0,3.0,"$50,000"
Diesel,2022.0,3.0,"$73,995"
Gasoline,2020.0,5.0,"$23,599"
Gasoline,2020.0,5.0,"$188,500"
Hybrid,2023.0,2.0,"$85,000"
Gasoline,2013.0,12.0,"$15,499"
Gasoline,2020.0,5.0,"$39,687"
Gasoline,2021.0,4.0,"$26,299"
Gasoline,2016.0,9.0,"$54,900"
Gasoline,2018.0,7.0,"$51,000"
Gasoline,2018.0,7.0,"$34,500"
Gasoline,2021.0,4.0,"$84,645"
Gasoline,2021.0,4.0,"$33,531"
Gasoline,2018.0,7.0,"$40,888"
Gasoline,2011.0,14.0,"$16,500"
E85 Flex Fuel,2017.0,8.0,"$35,900"
Gasoline,2020.0,5.0,"$37,700"
Gasoline,2021.0,4.0,"$48,459"
Gasoline,2008.0,17.0,"$8,995"
Gasoline,2018.0,7.0,"$45,000"
Gasoline,2016.0,9.0,"$23,000"
–,1994.0,31.0,"$6,000"
–,1995.0,30.0,"$19,000"
Gasoline,2012.0,13.0,"$17,800"
Gasoline,2020.0,5.0,"$51,890"
Gasoline,2017.0,8.0,"$15,995"
Gasoline,2022.0,3.0,"$41,599"
Gasoline,2001.0,24.0,"$9,875"
Gasoline,2016.0,9.0,"$41,500"
Gasoline,2014.0,11.0,"$15,500"
Gasoline,2015.0,10.0,"$30,089"
Gasoline,2017.0,8.0,"$47,000"
Gasoline,2010.0,15.0,"$13,999"
Gasoline,2002.0,23.0,"$5,500"
Gasoline,2018.0,7.0,"$54,000"
Gasoline,2007.0,18.0,"$12,900"
Gasoline,2022.0,3.0,"$37,950"
Gasoline,2008.0,17.0,"$13,500"
E85 Flex Fuel,2017.0,8.0,"$38,000"
Gasoline,2010.0,15.0,"$13,600"
Gasoline,2020.0,5.0,"$45,900"
Gasoline,2017.0,8.0,"$23,800"
Gasoline,2020.0,5.0,"$28,250"
Gasoline,2006.0,19.0,"$9,200"
Gasoline,2020.0,5.0,"$28,999"
Gasoline,2018.0,7.0,"$30,510"
Gasoline,2021.0,4.0,"$38,000"
Gasoline,2019.0,6.0,"$29,000"
Gasoline,2014.0,11.0,"$26,900"
Gasoline,2021.0,4.0,"$43,999"
Gasoline,2005.0,20.0,"$220,000"
Gasoline,2011.0,14.0,"$10,900"
Gasoline,2013.0,12.0,"$14,000"
Gasoline,2021.0,4.0,"$28,000"
Gasoline,2007.0,18.0,"$12,500"
Gasoline,2021.0,4.0,"$44,000"
Gasoline,2008.0,17.0,"$10,500"
Gasoline,2005.0,20.0,"$3,500"
Gasoline,2021.0,4.0,"$89,000"
Gasoline,2009.0,16.0,"$7,900"
Gasoline,2016.0,9.0,"$14,311"
Gasoline,2005.0,20.0,"$4,900"
Gasoline,2023.0,2.0,"$179,000"
Gasoline,2020.0,5.0,"$26,599"
Gasoline,2016.0,9.0,"$32,500"
Gasoline,2023.0,2.0,"$65,000"
Gasoline,2007.0,18.0,"$10,000"
Gasoline,2018.0,7.0,"$44,888"
Gasoline,2002.0,23.0,"$33,999"
Gasoline,2014.0,11.0,"$13,500"
Gasoline,2015.0,10.0,"$65,000"
Gasoline,2019.0,6.0,"$39,799"
Gasoline,2011.0,14.0,"$5,800"
Gasoline,2022.0,3.0,"$60,000"
Gasoline,2009.0,16.0,"$16,500"
–,2011.0,14.0,"$22,500"
Gasoline,2018.0,7.0,"$19,212"
Gasoline,2017.0,8.0,"$10,995"
Gasoline,2015.0,10.0,"$15,000"
Gasoline,2019.0,6.0,"$62,425"
Gasoline,2018.0,7.0,"$39,000"
Gasoline,2017.0,8.0,"$45,500"
Gasoline,2020.0,5.0,"$76,000"
Gasoline,2021.0,4.0,"$259,991"
Gasoline,2012.0,13.0,"$26,497"
Gasoline,2018.0,7.0,"$16,000"
Gasoline,2020.0,5.0,"$129,000"
Gasoline,2016.0,9.0,"$15,000"
Gasoline,2016.0,9.0,"$36,000"
Gasoline,2011.0,14.0,"$21,500"
Gasoline,2019.0,6.0,"$29,999"
Gasoline,2021.0,4.0,"$33,400"
Gasoline,2018.0,7.0,"$28,500"
Gasoline,2012.0,13.0,"$17,500"
Gasoline,2023.0,2.0,"$164,725"
Gasoline,2022.0,3.0,"$64,683"
Gasoline,2016.0,9.0,"$50,500"
Gasoline,2019.0,6.0,"$18,300"
Gasoline,2015.0,10.0,"$9,500"
Gasoline,2020.0,5.0,"$46,000"
Gasoline,2005.0,20.0,"$99,999"
Gasoline,2022.0,3.0,"$72,900"
Gasoline,2007.0,18.0,"$11,500"
Gasoline,2021.0,4.0,"$51,698"
Plug-In Hybrid,2023.0,2.0,"$67,900"
Gasoline,2005.0,20.0,"$5,800"
Gasoline,2012.0,13.0,"$15,051"
Gasoline,2011.0,14.0,"$9,950"
Gasoline,2003.0,22.0,"$22,000"
Gasoline,2000.0,25.0,"$15,900"
Gasoline,2018.0,7.0,"$41,688"
E85 Flex Fuel,2018.0,7.0,"$28,499"
Gasoline,2022.0,3.0,"$68,500"
Gasoline,2022.0,3.0,"$41,599"
Gasoline,2014.0,11.0,"$29,998"
Gasoline,2006.0,19.0,"$4,000"
Gasoline,2021.0,4.0,"$79,998"
Gasoline,2014.0,11.0,"$23,500"
Gasoline,2020.0,5.0,"$58,598"
Gasoline,2017.0,8.0,"$24,590"
Gasoline,2023.0,2.0,"$68,500"
Gasoline,2015.0,10.0,"$8,250"
Hybrid,2022.0,3.0,"$110,000"
Gasoline,2019.0,6.0,"$26,772"
Gasoline,2015.0,10.0,"$144,940"
Gasoline,2013.0,12.0,"$11,900"
Gasoline,2018.0,7.0,"$20,999"
Gasoline,2015.0,10.0,"$28,000"
Gasoline,2010.0,15.0,"$22,500"
Gasoline,2008.0,17.0,"$35,900"
Gasoline,2015.0,10.0,"$12,900"
Gasoline,2015.0,10.0,"$52,500"
Gasoline,2018.0,7.0,"$25,500"
Gasoline,2022.0,3.0,"$54,900"
Gasoline,2018.0,7.0,"$38,500"
Gasoline,2021.0,4.0,"$25,698"
Gasoline,2011.0,14.0,"$30,000"
Gasoline,2008.0,17.0,"$16,000"
Gasoline,2007.0,18.0,"$24,900"
Gasoline,2004.0,21.0,"$15,500"
Gasoline,2018.0,7.0,"$55,000"
Gasoline,2004.0,21.0,"$25,500"
Gasoline,2006.0,19.0,"$9,499"
Gasoline,2015.0,10.0,"$20,470"
–,1994.0,31.0,"$2,990"
Gasoline,2015.0,10.0,"$33,000"
Gasoline,2004.0,21.0,"$6,500"
Gasoline,2011.0,14.0,"$23,500"
Gasoline,2010.0,15.0,"$8,500"
Diesel,2002.0,23.0,"$15,000"
Gasoline,2018.0,7.0,"$28,000"
Gasoline,2010.0,15.0,"$12,900"
Gasoline,2018.0,7.0,"$68,495"
Gasoline,2019.0,6.0,"$42,000"
Gasoline,1998.0,27.0,"$9,900"
Gasoline,2006.0,19.0,"$16,900"
Gasoline,2008.0,17.0,"$6,499"
Gasoline,2009.0,16.0,"$9,100"
Gasoline,2017.0,8.0,"$33,500"
Gasoline,2017.0,8.0,"$26,500"
Diesel,2018.0,7.0,"$55,000"
Gasoline,2022.0,3.0,"$80,000"
Gasoline,2022.0,3.0,"$89,000"
Gasoline,2019.0,6.0,"$28,324"
Gasoline,2012.0,13.0,"$41,500"
Gasoline,2009.0,16.0,"$15,000"
Hybrid,2019.0,6.0,"$41,500"
E85 Flex Fuel,2015.0,10.0,"$12,468"
Gasoline,2021.0,4.0,"$33,172"
E85 Flex Fuel,2013.0,12.0,"$35,000"
E85 Flex Fuel,2018.0,7.0,"$12,000"
Diesel,2016.0,9.0,"$43,640"
Gasoline,2005.0,20.0,"$44,000"
Gasoline,2007.0,18.0,"$27,500"
Gasoline,2013.0,12.0,"$17,900"
Gasoline,2018.0,7.0,"$171,900"
Gasoline,2017.0,8.0,"$41,400"
Gasoline,2020.0,5.0,"$39,244"
–,1994.0,31.0,"$15,000"
Gasoline,2016.0,9.0,"$21,000"
Gasoline,2019.0,6.0,"$27,599"
Gasoline,2015.0,10.0,"$21,998"
Gasoline,2021.0,4.0,"$43,430"
Gasoline,2006.0,19.0,"$47,500"
Gasoline,2019.0,6.0,"$22,500"
Gasoline,2009.0,16.0,"$28,750"
Gasoline,2019.0,6.0,"$19,900"
Hybrid,2022.0,3.0,"$34,000"
Hybrid,2018.0,7.0,"$35,707"
Hybrid,2021.0,4.0,"$53,998"
Gasoline,2003.0,22.0,"$5,000"
Gasoline,2007.0,18.0,"$8,000"
Gasoline,1998.0,27.0,"$12,500"
Gasoline,2015.0,10.0,"$18,000"
Gasoline,2016.0,9.0,"$11,000"
Gasoline,2014.0,11.0,"$23,000"
Gasoline,2017.0,8.0,"$34,900"
Gasoline,2022.0,3.0,"$44,000"
E85 Flex Fuel,2016.0,9.0,"$22,000"
Gasoline,2015.0,10.0,"$64,990"
Gasoline,2019.0,6.0,"$39,598"
Hybrid,2023.0,2.0,"$47,798"
Gasoline,2018.0,7.0,"$28,999"
Gasoline,2017.0,8.0,"$29,500"
Gasoline,2009.0,16.0,"$44,850"
Gasoline,2020.0,5.0,"$73,000"
Gasoline,2018.0,7.0,"$32,500"
Gasoline,2021.0,4.0,"$131,999"
Gasoline,2008.0,17.0,"$47,900"
Gasoline,2021.0,4.0,"$41,885"
Gasoline,2016.0,9.0,"$29,748"
Gasoline,2014.0,11.0,"$17,900"
Gasoline,2012.0,13.0,"$51,900"
Gasoline,2022.0,3.0,"$269,991"
Gasoline,2022.0,3.0,"$48,000"
Gasoline,2017.0,8.0,"$15,499"
Gasoline,2011.0,14.0,"$8,900"
Diesel,2007.0,18.0,"$19,998"
Gasoline,2020.0,5.0,"$25,980"
Gasoline,2016.0,9.0,"$13,000"
E85 Flex Fuel,2019.0,6.0,"$46,500"
Gasoline,2019.0,6.0,"$18,998"
Hybrid,2020.0,5.0,"$63,995"
Gasoline,2002.0,23.0,"$21,500"
Gasoline,2003.0,22.0,"$15,000"
Gasoline,2009.0,16.0,"$14,000"
Gasoline,2021.0,4.0,"$87,000"
Gasoline,2022.0,3.0,"$64,288"
Gasoline,2023.0,2.0,"$122,950"
Gasoline,2007.0,18.0,"$32,000"
Gasoline,2019.0,6.0,"$40,000"
Gasoline,2020.0,5.0,"$25,800"
Gasoline,1999.0,26.0,"$15,000"
Gasoline,2018.0,7.0,"$33,000"
